ICD9,ICD9 Label,Valid_2014,Valid_2015,AGE_AT_DIAG,SEX_COND,CC_AGE_SPLIT,CC_SEX_SPLIT,CC,Additional_CC
34402,"Quadrplg c1-c4, incomplt",Y,Y,,,,,107,
34403,"Quadrplg c5-c7, complete",Y,Y,,,,,107,
34404,"Quadrplg c5-c7, incomplt",Y,Y,,,,,107,
34409,Other quadriplegia,Y,Y,,,,,107,
78072,Functional quadriplegia,Y,Y,,,,,107,
80621,T1-t6 fx-cl/com cord les,Y,Y,,,,,108,
80626,T7-t12 fx-cl/com crd les,Y,Y,,,,,108,
80631,T1-t6 fx-op/com cord les,Y,Y,,,,,108,
80636,T7-t12 fx-op/com crd les,Y,Y,,,,,108,
95211,Complete les cord/t1-t6,Y,Y,,,,,108,
95216,Complete les cord/t7-t12,Y,Y,,,,,108,
3441,Paraplegia NOS,Y,Y,,,,,109,
0522,Postvaricella myelitis,Y,Y,,,,,110,
05314,Herpes zoster myelitis,Y,Y,,,,,110,
05474,Herpes simplex myelitis,Y,Y,,,,,110,
32302,Myelitis-oth viral dis,Y,Y,,,,,110,
32342,Myelitis d/t oth infect,Y,Y,,,,,110,
32352,Myelitis follwg immune,Y,Y,,,,,110,
32363,Postinfectious myelitis,Y,Y,,,,,110,
32372,Toxic myelitis,Y,Y,,,,,110,
32382,Myelitis cause NEC,Y,Y,,,,,110,
3360,Syringomyelia,Y,Y,,,,,110,
3361,Vascular myelopathies,Y,Y,,,,,110,
3362,Comb deg cord in oth dis,Y,Y,,,,,110,
3363,Myelopathy in oth dis,Y,Y,,,,,110,
3368,Myelopathy NEC,Y,Y,,,,,110,
3369,Spinal cord disease NOS,Y,Y,,,,,110,
34120,Acute myelitis NOS,Y,Y,,,,,110,
34121,Acute myelitis oth cond,Y,Y,,,,,110,
34122,Idiopathc trans myelitis,Y,Y,,,,,110,
34460,Cauda equina synd NOS,Y,Y,,,,,110,
34461,Neurogenic bladder,Y,Y,,,,,110,
7674,Spinal cord inj at birth,Y,Y,age = 0,,,,110,
80600,C1-c4 fx-cl/cord inj NOS,Y,Y,,,,,110,
80602,C1-c4 fx-cl/ant cord syn,Y,Y,,,,,110,
80603,C1-c4 fx-cl/cen cord syn,Y,Y,,,,,110,
80604,C1-c4 fx-cl/cord inj NEC,Y,Y,,,,,110,
80605,C5-c7 fx-cl/cord inj NOS,Y,Y,,,,,110,
80607,C5-c7 fx-cl/ant cord syn,Y,Y,,,,,110,
80608,C5-c7 fx-cl/cen cord syn,Y,Y,,,,,110,
80609,C5-c7 fx-cl/cord inj NEC,Y,Y,,,,,110,
80610,C1-c4 fx-op/cord inj NOS,Y,Y,,,,,110,
80612,C1-c4 fx-op/ant cord syn,Y,Y,,,,,110,
80613,C1-c4 fx-op/cen cord syn,Y,Y,,,,,110,
80614,C1-c4 fx-op/cord inj NEC,Y,Y,,,,,110,
80615,C5-c7 fx-op/cord inj NOS,Y,Y,,,,,110,
80617,C5-c7 fx-op/ant cord syn,Y,Y,,,,,110,
80618,C5-c7 fx-op/cen cord syn,Y,Y,,,,,110,
80619,C5-c7 fx-op/cord inj NEC,Y,Y,,,,,110,
80620,T1-t6 fx-cl/cord inj NOS,Y,Y,,,,,110,
80622,T1-t6 fx-cl/ant cord syn,Y,Y,,,,,110,
80623,T1-t6 fx-cl/cen cord syn,Y,Y,,,,,110,
80624,T1-t6 fx-cl/cord inj NEC,Y,Y,,,,,110,
80625,T7-t12 fx-cl/crd inj NOS,Y,Y,,,,,110,
80627,T7-t12 fx-cl/ant crd syn,Y,Y,,,,,110,
80628,T7-t12 fx-cl/cen crd syn,Y,Y,,,,,110,
80629,T7-t12 fx-cl/crd inj NEC,Y,Y,,,,,110,
80630,T1-t6 fx-op/cord inj NOS,Y,Y,,,,,110,
80632,T1-t6 fx-op/ant cord syn,Y,Y,,,,,110,
80633,T1-t6 fx-op/cen cord syn,Y,Y,,,,,110,
80634,T1-t6 fx-op/cord inj NEC,Y,Y,,,,,110,
80635,T7-t12 fx-op/crd inj NOS,Y,Y,,,,,110,
80637,T7-t12 fx-op/ant crd syn,Y,Y,,,,,110,
80638,T7-t12 fx-op/cen crd syn,Y,Y,,,,,110,
80639,T7-t12 fx-op/crd inj NEC,Y,Y,,,,,110,
8064,Cl lumbar fx w cord inj,Y,Y,,,,,110,
8065,Opn lumbar fx w cord inj,Y,Y,,,,,110,
80660,Fx sacrum-cl/crd inj NOS,Y,Y,,,,,110,
80661,Fx sacr-cl/cauda equ les,Y,Y,,,,,110,
80662,Fx sacr-cl/cauda inj NEC,Y,Y,,,,,110,
80669,Fx sacrum-cl/crd inj NEC,Y,Y,,,,,110,
80670,Fx sacrum-op/crd inj NOS,Y,Y,,,,,110,
80671,Fx sacr-op/cauda equ les,Y,Y,,,,,110,
80672,Fx sacr-op/cauda inj NEC,Y,Y,,,,,110,
80679,Fx sacrum-op/crd inj NEC,Y,Y,,,,,110,
8068,Vert fx NOS-cl w crd inj,Y,Y,,,,,110,
8069,Vert fx NOS-op w crd inj,Y,Y,,,,,110,
9072,Late eff spinal cord inj,Y,Y,,,,,110,
95200,C1-c4 spin cord inj NOS,Y,Y,,,,,110,
95202,Anterior cord synd/c1-c4,Y,Y,,,,,110,
95203,Central cord synd/c1-c4,Y,Y,,,,,110,
95204,C1-c4 spin cord inj NEC,Y,Y,,,,,110,
95205,C5-c7 spin cord inj NOS,Y,Y,,,,,110,
95207,Anterior cord synd/c5-c7,Y,Y,,,,,110,
95208,Central cord synd/c5-c7,Y,Y,,,,,110,
95209,C5-c7 spin cord inj NEC,Y,Y,,,,,110,
95210,T1-t6 spin cord inj NOS,Y,Y,,,,,110,
95212,Anterior cord synd/t1-t6,Y,Y,,,,,110,
95213,Central cord synd/t1-t6,Y,Y,,,,,110,
95214,T1-t6 spin cord inj NEC,Y,Y,,,,,110,
95215,T7-t12 spin cord inj NOS,Y,Y,,,,,110,
95217,Anterior cord syn/t7-t12,Y,Y,,,,,110,
95218,Central cord syn/t7-t12,Y,Y,,,,,110,
95219,T7-t12 spin cord inj NEC,Y,Y,,,,,110,
9522,Lumbar spinal cord injur,Y,Y,,,,,110,
9523,Sacral spinal cord injur,Y,Y,,,,,110,
9524,Cauda equina injury,Y,Y,,,,,110,
9528,Spin cord inj-mult site,Y,Y,,,,,110,
9529,Spinal cord injury NOS,Y,Y,,,,,110,
3350,Werdnig-hoffmann disease,Y,Y,,,,,111,
33510,Spinal muscl atrophy NOS,Y,Y,,,,,111,
33511,Kugelberg-welander dis,Y,Y,,,,,111,
33519,Spinal muscl atrophy NEC,Y,Y,,,,,111,
33520,Amyotrophic sclerosis,Y,Y,age >=15,,,,111,
33521,Prog muscular atrophy,Y,Y,,,,,111,
33522,Progressive bulbar palsy,Y,Y,,,,,111,
33523,Pseudobulbar palsy,Y,Y,,,,,111,
33524,Prim lateral sclerosis,Y,Y,,,,,111,
33529,Motor neuron disease NEC,Y,Y,,,,,111,
3358,Ant horn cell dis NEC,Y,Y,,,,,111,
3359,Ant horn cell dis NOS,Y,Y,,,,,111,
3432,Congenital quadriplegia,Y,Y,,,,,112,
33371,Athetoid cerebral palsy,Y,Y,,,,,113,
3430,Congenital diplegia,Y,Y,,,,,113,
3431,Congenital hemiplegia,Y,Y,,,,,113,
3433,Congenital monoplegia,Y,Y,,,,,113,
3434,Infantile hemiplegia,Y,Y,,,,,113,
3438,Cerebral palsy NEC,Y,Y,,,,,113,
3439,Cerebral palsy NOS,Y,Y,,,,,113,
7734,NB kernicterus:isoimmun,Y,Y,age = 0,,,,113,
7747,NB kernicterus,Y,Y,age = 0,,,,113,
7400,Anencephalus,Y,Y,,,,,114,
7401,Craniorachischisis,Y,Y,,,,,114,
7402,Iniencephaly,Y,Y,,,,,114,
74100,Spin bif w hydroceph NOS,Y,Y,,,,,114,121
74101,Spin bif w hydrceph-cerv,Y,Y,,,,,114,121
74102,Spin bif w hydrceph-dors,Y,Y,,,,,114,121
74103,Spin bif w hydrceph-lumb,Y,Y,,,,,114,121
74190,Spina bifida,Y,Y,,,,,114,
74191,Spina bifida-cerv,Y,Y,,,,,114,
74192,Spina bifida-dorsal,Y,Y,,,,,114,
74193,Spina bifida-lumbar,Y,Y,,,,,114,
7420,Encephalocele,Y,Y,,,,,114,
7421,Microcephalus,Y,Y,,,,,114,
7422,"Reduction deform, brain",Y,Y,,,,,114,
7424,Brain anomaly NEC,Y,Y,,,,,114,
74251,Diastematomyelia,Y,Y,,,,,114,
74253,Hydromyelia,Y,Y,,,,,114,
74259,Spinal cord anomaly NEC,Y,Y,,,,,114,
7428,Nervous system anom NEC,Y,Y,,,,,114,
7429,Nervous system anom NOS,Y,Y,,,,,114,
3570,Ac infect polyneuritis,Y,Y,,,,,115,
3571,Neurpthy in col vasc dis,Y,Y,,,,,115,
3573,Neuropathy in malig dis,Y,Y,,,,,115,
3574,Neuropathy in other dis,Y,Y,,,,,115,
3575,Alcoholic polyneuropathy,Y,Y,,,,,115,
3576,Neuropathy due to drugs,Y,Y,,,,,115,
3577,Neurpthy toxic agent NEC,Y,Y,,,,,115,
35781,Chr inflam polyneuritis,Y,Y,,,,,115,
35782,Crit illness neuropathy,Y,Y,,,,,115,
35789,Inflam/tox neuropthy NEC,Y,Y,,,,,115,
3579,Inflam/tox neuropthy NOS,Y,Y,,,,,115,
35800,Mysthna grvs w/o ac exac,Y,Y,,,,,115,
35801,Myasthna gravs w ac exac,Y,Y,,,,,115,
3581,Myasthenia in oth dis,Y,Y,,,,,115,
3582,Toxic myoneural disorder,Y,Y,,,,,115,
35830,Lambert-Eaton synd NOS,Y,Y,,,,,115,
35831,Lambert-Eaton synd neopl,Y,Y,,,,,115,
35839,Lambert-Eaton syn ot dis,Y,Y,,,,,115,
3588,Myoneural disorders NEC,Y,Y,,,,,115,
3589,Myoneural disorders NOS,Y,Y,,,,,115,
3590,Cong hered musc dystrphy,Y,Y,,,,,117,
3591,Hered prog musc dystrphy,Y,Y,,,,,117,
35921,Myotonic musclr dystrphy,Y,Y,,,,,117,
340,Multiple sclerosis,Y,Y,,,,,118,
3410,Neuromyelitis optica,Y,Y,,,,,118,
3411,Schilder's disease,Y,Y,,,,,118,
3300,Leukodystrophy,Y,Y,,,,,119,
3301,Cerebral lipidoses,Y,Y,,,,,119,
3302,Cereb degen in lipidosis,Y,Y,,,,,119,
3303,Cerb deg chld in oth dis,Y,Y,,,,,119,
3308,Cereb degen in child NEC,Y,Y,,,,,119,
3309,Cereb degen in child NOS,Y,Y,,,,,119,
33181,Reye's syndrome,Y,Y,0 <= age <= 17,,,,119,
3320,Paralysis agitans,Y,Y,,,,,119,
3321,Secondary parkinsonism,Y,Y,,,,,119,
3330,Degen basal ganglia NEC,Y,Y,,,,,119,
3334,Huntington's chorea,Y,Y,,,,,119,
3340,Friedreich's ataxia,Y,Y,,,,,119,
3341,Hered spastic paraplegia,Y,Y,,,,,119,
3342,Primary cerebellar degen,Y,Y,,,,,119,
3343,Cerebellar ataxia NEC,Y,Y,,,,,119,
3344,Cerebel atax in oth dis,Y,Y,,,,,119,
3348,Spinocerebellar dis NEC,Y,Y,,,,,119,
3349,Spinocerebellar dis NOS,Y,Y,,,,,119,
34500,Gen noncv ep w/o intr ep,Y,Y,,,,,120,
34501,Gen nonconv ep w intr ep,Y,Y,,,,,120,
34510,Gen cnv epil w/o intr ep,Y,Y,,,,,120,
34511,Gen cnv epil w intr epil,Y,Y,,,,,120,
3452,Petit mal status,Y,Y,,,,,120,
3453,Grand mal status,Y,Y,,,,,120,
34540,Psymotr epil w/o int epi,Y,Y,,,,,120,
34541,Psymotr epil w intr epil,Y,Y,,,,,120,
34550,Part epil w/o intr epil,Y,Y,,,,,120,
34551,Part epil w intr epil,Y,Y,,,,,120,
34560,Inf spasm w/o intr epil,Y,Y,,,,,120,
34561,Inf spasm w intract epil,Y,Y,,,,,120,
34570,Epil par cont w/o int ep,Y,Y,,,,,120,
34571,Epil par cont w intr epi,Y,Y,,,,,120,
34580,Epilep NEC w/o intr epil,Y,Y,,,,,120,
34581,Epilepsy NEC w intr epil,Y,Y,,,,,120,
34590,Epilep NOS w/o intr epil,Y,Y,,,,,120,
34591,Epilepsy NOS w intr epil,Y,Y,,,,,120,
7790,Convulsions in newborn,Y,Y,age = 0,,,,120,
78031,Febrile convulsions NOS,Y,Y,,,,,120,
78032,Complx febrile convulsns,Y,Y,,,,,120,
78033,Post traumatic seizures,Y,Y,,,,,120,
78039,Convulsions NEC,Y,Y,,,,,120,
3313,Communicat hydrocephalus,Y,Y,,,,,121,
3314,Obstructiv hydrocephalus,Y,Y,,,,,121,
3315,Norml pressure hydroceph,Y,Y,,,,,121,
7423,Congenital hydrocephalus,Y,Y,,,,,121,
34481,Locked-in state,Y,Y,,,,,122,
3481,Anoxic brain damage,Y,Y,,,,,122,
3484,Compression of brain,Y,Y,,,,,122,
3485,Cerebral edema,Y,Y,,,,,122,
7685,Severe birth asphyxia,Y,Y,age = 0,,,,122,
76873,Sev hypox-ischem enceph,Y,Y,age = 0,,,,122,
7792,Cns dysfunction syn NB,Y,Y,age = 0,,,,122,
7797,Perivent leukomalacia,Y,Y,,,,,122,
78001,Coma,Y,Y,,,,,122,
78003,Persistent vegtv state,Y,Y,,,,,122,
51900,Tracheostomy comp NOS,Y,Y,,,,,125,
51901,Tracheostomy infection,Y,Y,,,,,125,
51902,Tracheostomy - mech comp,Y,Y,,,,,125,
51909,Tracheostomy comp NEC,Y,Y,,,,,125,
V440,Tracheostomy status,Y,Y,,,,,125,
V4611,Respirator depend status,Y,Y,,,,,125,
V4612,Resp depend-powr failure,Y,Y,,,,,125,
V4613,Weaning from respirator,Y,Y,,,,,125,
V4614,Mech comp respirator,Y,Y,,,,,125,
V550,Atten to tracheostomy,Y,Y,,,,,125,
77087,NB respiratory arrest,Y,Y,age = 0,,,,126,
7991,Respiratory arrest,Y,Y,,,,,126,
42741,Ventricular fibrillation,Y,Y,,,,,127,
42742,Ventricular flutter,Y,Y,,,,,127,
4275,Cardiac arrest,Y,Y,,,,,127,
514,Pulm congest/hypostasis,Y,Y,,,,,127,
5184,Acute lung edema NOS,Y,Y,,,,,127,
51881,Acute respiratry failure,Y,Y,,,,,127,
51882,Other pulmonary insuff,Y,Y,,,,,127,
51883,Chronic respiratory fail,Y,Y,,,,,127,
51884,Acute & chronc resp fail,Y,Y,,,,,127,
769,Respiratory distress syn,Y,Y,age = 0,,,,127,
7703,NB pulmonary hemorrhage,Y,Y,age = 0,,,,127,
7704,Primary atelectasis,Y,Y,age = 0,,,,127,
7705,NB atelectasis NEC/NOS,Y,Y,age = 0,,,,127,
7707,Perinatal chr resp dis,Y,Y,,,age < 2,,127,
77084,Resp failure of newborn,Y,Y,age = 0,,,,127,
77985,NB cardiac arrest,Y,Y,age = 0,,,,127,
78550,Shock NOS,Y,Y,,,,,127,
78551,Cardiogenic shock,Y,Y,,,,,127,
7980,Sudden infant death synd,Y,Y,0 <= age <= 17,,,,127,
7981,Instantaneous death,Y,Y,,,,,127,
7982,Death within 24 hr sympt,Y,Y,,,,,127,
7989,Unattended death,Y,Y,,,,,127,
9584,Traumatic shock,Y,Y,,,,,127,
V4321,Heart assist dev replace,Y,Y,,,,,128,
V4322,Artficial heart replace,Y,Y,,,,,128,
99683,Compl heart transplant,Y,Y,,,,,129,
V421,Heart transplant status,Y,Y,,,,,129,
39891,Rheumatic heart failure,Y,Y,,,,,130,
40201,Mal hypert hrt dis w hf,Y,Y,,,,,130,
40211,Benign hyp ht dis w hf,Y,Y,,,,,130,
40291,Hyp ht dis NOS w ht fail,Y,Y,,,,,130,
40401,Mal hyp ht/kd I-IV w hf,Y,Y,,,,,130,
40403,Mal hyp ht/kd stg V w hf,Y,Y,,,,,130,187
40411,Ben hyp ht/kd I-IV w hf,Y,Y,,,,,130,
40413,Ben hyp ht/kd stg V w hf,Y,Y,,,,,130,187
40491,Hyp ht/kd NOS I-IV w hf,Y,Y,,,,,130,
40493,Hyp ht/kd NOS st V w hf,Y,Y,,,,,130,187
4150,Acute cor pulmonale,Y,Y,,,,,130,
4160,Prim pulm hypertension,Y,Y,,,,,130,
4161,Kyphoscoliotic heart dis,Y,Y,,,,,130,
4168,Chr pulmon heart dis NEC,Y,Y,,,,,130,
4169,Chr pulmon heart dis NOS,Y,Y,,,,,130,
4170,Arterioven fistu pul ves,Y,Y,,,,,130,
4171,Pulmon artery aneurysm,Y,Y,,,,,130,
4178,Pulmon circulat dis NEC,Y,Y,,,,,130,
4179,Pulmon circulat dis NOS,Y,Y,,,,,130,
4250,Endomyocardial fibrosis,Y,Y,,,,,130,
42511,Hyprtrophc obst cardiomy,Y,Y,,,,,130,
42518,Oth hyprtrophic cardiomy,Y,Y,,,,,130,
4252,Obsc afric cardiomyopath,Y,Y,,,,,130,
4253,Endocard fibroelastosis,Y,Y,,,,,130,
4254,Prim cardiomyopathy NEC,Y,Y,,,,,130,
4255,Alcoholic cardiomyopathy,Y,Y,,,,,130,
4257,Metabolic cardiomyopathy,Y,Y,,,,,130,
4258,Cardiomyopath in oth dis,Y,Y,,,,,130,
4259,Second cardiomyopath NOS,Y,Y,,,,,130,
4280,CHF NOS,Y,Y,,,,,130,
4281,Left heart failure,Y,Y,,,,,130,
42820,Systolic hrt failure NOS,Y,Y,,,,,130,
42821,Ac systolic hrt failure,Y,Y,,,,,130,
42822,Chr systolic hrt failure,Y,Y,,,,,130,
42823,Ac on chr syst hrt fail,Y,Y,,,,,130,
42830,Diastolc hrt failure NOS,Y,Y,,,,,130,
42831,Ac diastolic hrt failure,Y,Y,,,,,130,
42832,Chr diastolic hrt fail,Y,Y,,,,,130,
42833,Ac on chr diast hrt fail,Y,Y,,,,,130,
42840,Syst/diast hrt fail NOS,Y,Y,,,,,130,
42841,Ac syst/diastol hrt fail,Y,Y,,,,,130,
42842,Chr syst/diastl hrt fail,Y,Y,,,,,130,
42843,Ac/chr syst/dia hrt fail,Y,Y,,,,,130,
4289,Heart failure NOS,Y,Y,,,,,130,
4290,Myocarditis NOS,Y,Y,,,,,130,
4291,Myocardial degeneration,Y,Y,,,,,130,
41001,"AMI anterolateral, init",Y,Y,,,,,131,
41011,"AMI anterior wall, init",Y,Y,,,,,131,
41021,"AMI inferolateral, init",Y,Y,,,,,131,
41031,"AMI inferopost, initial",Y,Y,,,,,131,
41041,"AMI inferior wall, init",Y,Y,,,,,131,
41051,"AMI lateral NEC, initial",Y,Y,,,,,131,
41061,"True post infarct, init",Y,Y,,,,,131,
41071,"Subendo infarct, initial",Y,Y,,,,,131,
41081,"AMI NEC, initial",Y,Y,,,,,131,
41091,"AMI NOS, initial",Y,Y,,,,,131,
4295,Chordae tendinae rupture,Y,Y,,,,,131,
4296,Papillary muscle rupture,Y,Y,,,,,131,
41000,"AMI anterolateral,unspec",Y,Y,,,,,132,
41002,"AMI anterolateral,subseq",Y,Y,,,,,132,
41010,"AMI anterior wall,unspec",Y,Y,,,,,132,
41012,"AMI anterior wall,subseq",Y,Y,,,,,132,
41020,"AMI inferolateral,unspec",Y,Y,,,,,132,
41022,"AMI inferolateral,subseq",Y,Y,,,,,132,
41030,"AMI inferopost, unspec",Y,Y,,,,,132,
41032,"AMI inferopost, subseq",Y,Y,,,,,132,
41040,"AMI inferior wall,unspec",Y,Y,,,,,132,
41042,"AMI inferior wall,subseq",Y,Y,,,,,132,
41050,"AMI lateral NEC, unspec",Y,Y,,,,,132,
41052,"AMI lateral NEC, subseq",Y,Y,,,,,132,
41060,"True post infarct,unspec",Y,Y,,,,,132,
41062,"True post infarct,subseq",Y,Y,,,,,132,
41070,"Subendo infarct, unspec",Y,Y,,,,,132,
41072,"Subendo infarct, subseq",Y,Y,,,,,132,
41080,"AMI NEC, unspecified",Y,Y,,,,,132,
41082,"AMI NEC, subsequent",Y,Y,,,,,132,
41090,"AMI NOS, unspecified",Y,Y,,,,,132,
41092,"AMI NOS, subsequent",Y,Y,,,,,132,
4110,Post MI syndrome,Y,Y,,,,,132,
4111,Intermed coronary synd,Y,Y,,,,,132,
41181,Acute cor occlsn w/o MI,Y,Y,,,,,132,
41189,Ac ischemic hrt dis NEC,Y,Y,,,,,132,
03282,Diphtheritic myocarditis,Y,Y,,,,,135,
03640,Meningococc carditis NOS,Y,Y,,,,,135,
03641,Meningococc pericarditis,Y,Y,,,,,135,
03642,Meningococc endocarditis,Y,Y,,,,,135,
03643,Meningococc myocarditis,Y,Y,,,,,135,
07420,Coxsackie carditis NOS,Y,Y,,,,,135,
07421,Coxsackie pericarditis,Y,Y,,,,,135,
07422,Coxsackie endocarditis,Y,Y,,,,,135,
07423,Coxsackie myocarditis,Y,Y,,,,,135,
0930,"Aortic aneurysm, syphil",Y,Y,,,,,135,
0931,Syphilitic aortitis,Y,Y,,,,,135,
09320,Syphil endocarditis NOS,Y,Y,,,,,135,
09321,Syphilitic mitral valve,Y,Y,,,,,135,
09322,Syphilitic aortic valve,Y,Y,,,,,135,
09323,Syphil tricuspid valve,Y,Y,,,,,135,
09324,Syphil pulmonary valve,Y,Y,,,,,135,
09381,Syphilitic pericarditis,Y,Y,,,,,135,
09382,Syphilitic myocarditis,Y,Y,,,,,135,
09389,Cardiovascular syph NEC,Y,Y,,,,,135,
0939,Cardiovascular syph NOS,Y,Y,,,,,135,
09883,Gonococcal pericarditis,Y,Y,,,,,135,
09884,Gonococcal endocarditis,Y,Y,,,,,135,
11281,Candidal endocarditis,Y,Y,,,,,135,
11503,Histoplasm caps pericard,Y,Y,,,,,135,
11504,Histoplasm caps endocard,Y,Y,,,,,135,
11513,Histoplasm dub pericard,Y,Y,,,,,135,
11514,Histoplasm dub endocard,Y,Y,,,,,135,
11593,Histoplasmosis pericard,Y,Y,,,,,135,
11594,Histoplasmosis endocard,Y,Y,,,,,135,
1303,Toxoplasma myocarditis,Y,Y,,,,,135,
4200,Ac pericardit in oth dis,Y,Y,,,,,135,
42090,Acute pericarditis NOS,Y,Y,,,,,135,
42091,Ac idiopath pericarditis,Y,Y,,,,,135,
42099,Acute pericarditis NEC,Y,Y,,,,,135,
4210,Ac/subac bact endocard,Y,Y,,,,,135,
4211,Ac endocardit in oth dis,Y,Y,,,,,135,
4219,Ac/subac endocardit NOS,Y,Y,,,,,135,
4220,Ac myocardit in oth dis,Y,Y,,,,,135,
42290,Acute myocarditis NOS,Y,Y,,,,,135,
42291,Idiopathic myocarditis,Y,Y,,,,,135,
42292,Septic myocarditis,Y,Y,,,,,135,
42293,Toxic myocarditis,Y,Y,,,,,135,
42299,Acute myocarditis NEC,Y,Y,,,,,135,
4230,Hemopericardium,Y,Y,,,,,135,
4231,Adhesive pericarditis,Y,Y,,,,,135,
4232,Constrictiv pericarditis,Y,Y,,,,,135,
4233,Cardiac tamponade,Y,Y,,,,,135,
4238,Pericardial disease NEC,Y,Y,,,,,135,
4239,Pericardial disease NOS,Y,Y,,,,,135,
7453,Common ventricle,Y,Y,,,,,137,
7457,Cor biloculare,Y,Y,,,,,137,
7461,Cong tricusp atres/sten,Y,Y,,,,,137,
7467,Hypoplas left heart synd,Y,Y,,,,,137,
7450,Common truncus,Y,Y,,,,,138,
74510,Compl transpos great ves,Y,Y,,,,,138,
74511,Double outlet rt ventric,Y,Y,,,,,138,
74512,Correct transpos grt ves,Y,Y,,,,,138,
74519,Transpos great vess NEC,Y,Y,,,,,138,
7452,Tetralogy of fallot,Y,Y,,,,,138,
74560,Endocard cushion def NOS,Y,Y,,,,,138,
74561,Ostium primum defect,Y,Y,,,,,138,
74569,Endocard cushion def NEC,Y,Y,,,,,138,
74601,Cong pulmon valv atresia,Y,Y,,,,,138,
7462,Ebstein's anomaly,Y,Y,,,,,138,
7463,Cong aorta valv stenosis,Y,Y,,,,,138,
7464,Cong aorta valv insuffic,Y,Y,,,,,138,
7465,Congen mitral stenosis,Y,Y,,,,,138,
7466,Cong mitral insufficienc,Y,Y,,,,,138,
74681,Cong subaortic stenosis,Y,Y,,,,,138,
74682,Cor triatriatum,Y,Y,,,,,138,
74683,Infundib pulmon stenosis,Y,Y,,,,,138,
74684,Obstruct heart anom NEC,Y,Y,,,,,138,
74685,Coronary artery anomaly,Y,Y,,,,,138,
74686,Congenital heart block,Y,Y,,,,,138,
74687,Malposition of heart,Y,Y,,,,,138,
74689,Cong heart anomaly NEC,Y,Y,,,,,138,
74710,Coarctation of aorta,Y,Y,,,,,138,
74711,Interrupt of aortic arch,Y,Y,,,,,138,
74720,Cong anom of aorta NOS,Y,Y,,,,,138,
74721,Anomalies of aortic arch,Y,Y,,,,,138,
74722,Aortic atresia/stenosis,Y,Y,,,,,138,
74729,Cong anom of aorta NEC,Y,Y,,,,,138,
74731,Pulmon art coarct/atres,Y,Y,,,,,138,
74732,Pulmonary AV malformatn,Y,Y,,,,,138,
74739,Oth anom pul artery/circ,Y,Y,,,,,138,
74740,Great vein anomaly NOS,Y,Y,,,,,138,
74741,Tot anom pulm ven connec,Y,Y,,,,,138,
74742,Part anom pulm ven conn,Y,Y,,,,,138,
74749,Great vein anomaly NEC,Y,Y,,,,,138,
74783,Persistent fetal circ,Y,Y,age = 0,,,,138,
7454,Ventricular sept defect,Y,Y,,,,,139,
7455,Secundum atrial sept def,Y,Y,,,,,139,
7458,Septal closure anom NEC,Y,Y,,,,,139,
7459,Septal closure anom NOS,Y,Y,,,,,139,
74600,Pulmonary valve anom NOS,Y,Y,,,,,139,
74602,Cong pulmon valve stenos,Y,Y,,,,,139,
74609,Pulmonary valve anom NEC,Y,Y,,,,,139,
7469,Cong heart anomaly NOS,Y,Y,,,,,139,
7470,Patent ductus arteriosus,Y,Y,,,,,139,
7475,Umbilical artery absence,Y,Y,,,,,139,
74760,Unsp prpherl vasc anomal,Y,Y,,,,,139,
74761,Gstrontest vesl anomaly,Y,Y,,,,,139,
74762,Renal vessel anomaly,Y,Y,,,,,139,
74763,Upr limb vessel anomaly,Y,Y,,,,,139,
74764,Lwr limb vessel anomaly,Y,Y,,,,,139,
74769,Oth spcf prph vscl anoml,Y,Y,,,,,139,
74782,Spinal vessel anomaly,Y,Y,,,,,139,
74789,Circulatory anomaly NEC,Y,Y,,,,,139,
7479,Circulatory anomaly NOS,Y,Y,,,,,139,
7593,Situs inversus,Y,Y,,,,,139,
4260,Atriovent block complete,Y,Y,,,,,142,
4270,Parox atrial tachycardia,Y,Y,,,,,142,
4271,Parox ventric tachycard,Y,Y,,,,,142,
4272,Parox tachycardia NOS,Y,Y,,,,,142,
42731,Atrial fibrillation,Y,Y,,,,,142,
42732,Atrial flutter,Y,Y,,,,,142,
42781,Sinoatrial node dysfunct,Y,Y,,,,,142,
09487,Syph rupt cereb aneurysm,Y,Y,,,,,145,
430,Subarachnoid hemorrhage,Y,Y,,,,,145,
431,Intracerebral hemorrhage,Y,Y,,,,,145,
4320,Nontraum extradural hem,Y,Y,,,,,145,
4321,Subdural hemorrhage,Y,Y,,,,,145,
4329,Intracranial hemorr NOS,Y,Y,,,,,145,
7670,Cerebral hem at birth,Y,Y,age = 0,,,,145,
77210,NB intraven hem NOS,Y,Y,age = 0,,,,145,
77211,"NB intraven hem,grade i",Y,Y,age = 0,,,,145,
77212,"NB intraven hem,grade ii",Y,Y,age = 0,,,,145,
77213,"NB intravn hem,grade iii",Y,Y,age = 0,,,,145,
77214,"NB intraven hem,grade iv",Y,Y,age = 0,,,,145,
7722,NB subarachnoid hemorr,Y,Y,age = 0,,,,145,
43301,Ocl bslr art w infrct,Y,Y,,,,,146,
43311,Ocl crtd art w infrct,Y,Y,,,,,146,
43321,Ocl vrtb art w infrct,Y,Y,,,,,146,
43331,Ocl mlt bi art w infrct,Y,Y,,,,,146,
43381,Ocl spcf art w infrct,Y,Y,,,,,146,
43391,Ocl art NOS w infrct,Y,Y,,,,,146,
